nama_wisata,kabupaten,provinsi,label_rekomendasi
Patung Cakalang Bitung,Kota Bitung,Sulawesi Utara,Terbaik
Kolam Renang Tepi Sawah,Kabupaten Takalar,Sulawesi Selatan,Buruk
Bendungan Ladongi,Kabupaten Kolaka Timur,Sulawesi Tenggara,Sedang
Bulu Torompupu,Kabupaten Sigi,Sulawesi Tengah,Buruk
Pantai Tampunabale,Kabupaten Muna,Sulawesi Tenggara,Baik
Pantai Shaka,Kabupaten Kolaka,Sulawesi Tenggara,Terbaik
Pembuat minyak kelapa mandar,Kabupaten Majene,Sulawesi Barat,Buruk
Air Terjun Tirta Rimba,Kota Baubau,Sulawesi Tenggara,Sedang
Gunung parimata,Kabupaten Toraja Utara,Sulawesi Selatan,Buruk
Kolam Pancing Firtia Desa Lomaya,Kabupaten Bone Bolango,Gorontalo,Sedang
Wisata Pantai Topejawa,Kabupaten Takalar,Sulawesi Selatan,Sedang
Bukit Langit Kota Luwuk,Kabupaten Banggai,Sulawesi Tengah,Terbaik
Burias,Kabupaten Kepulauan Talaud,Sulawesi Utara,Baik
Pantai Batu Besar Losari,Kota Makassar,Sulawesi Selatan,Terbaik
Taman Wisata Mahoni,Kota Tomohon,Sulawesi Utara,Buruk
Pantai desnel,Kota Makassar,Sulawesi Selatan,Buruk
Pantai Oluhuta,Kabupaten Bone Bolango,Gorontalo,Baik
Wisata Mangrove Lantebung,Kota Makassar,Sulawesi Selatan,Terbaik
Patung Buaya Palu,Kota Palu,Sulawesi Tengah,Buruk
Taman Lamario (Monumen Perahu Phinisi),Kota Parepare,Sulawesi Selatan,Buruk
Wisata Pantai Kuliner Salukaili,Kabupaten Pasangkayu,Sulawesi Barat,Terbaik
Wisata Alam Sulili Baebunta,Kabupaten Luwu Utara,Sulawesi Selatan,Baik
Buttu Sigitung,Kabupaten Majene,Sulawesi Barat,Baik
Telaga Biru Bungkutoko,Kota Kendari,Sulawesi Tenggara,Buruk
Puncak Timbu Dama',Kabupaten Mamasa,Sulawesi Barat,Terbaik
Wisata Alam Gua Pehabala,Kabupaten Morowali,Sulawesi Tengah,Buruk
KJA Latoma,Kabupaten Konawe,Sulawesi Tenggara,Terbaik
PANTAI BAHARI,Kabupaten Polewali Mandar,Sulawesi Barat,Terbaik
Permandian Air Terjun POFUA 'A,Kabupaten Morowali,Sulawesi Tengah,Buruk
Wisata Sungai Longalo Botu Motoli'oluwo,Kabupaten Bone Bolango,Gorontalo,Baik
Pantai marana,Kabupaten Sinjai,Sulawesi Selatan,Baik
Pantai berjodoh,Kabupaten Jeneponto,Sulawesi Selatan,Buruk
Air Terjun Parang Bugisi,Kabupaten Gowa,Sulawesi Selatan,Baik
Permandian Ziling,Kabupaten Mamuju,Sulawesi Barat,Terbaik
Gunung landaka,Kabupaten Luwu Timur,Sulawesi Selatan,Sedang
pantai pasir putih rangas,Kabupaten Majene,Sulawesi Barat,Buruk
Taman Pantai mahaas,Kabupaten Banggai,Sulawesi Tengah,Buruk
Buyu Balease,Kabupaten Luwu Utara,Sulawesi Selatan,Terbaik
WHITE CASTLE GORONTALO,Kabupaten Gorontalo,Gorontalo,Baik
Air Terjun Sarambu,Kabupaten Kolaka Utara,Sulawesi Tenggara,Baik
Modisi Beach,Kabupaten Bolaang Mongondow Selatan,Sulawesi Utara,Baik
Pantai Pinang,Kabupaten Kepulauan Selayar,Sulawesi Selatan,Baik
Obyek Wisata Permandian Air Terjun Sakita,Kabupaten Morowali,Sulawesi Tengah,Baik
Wisata Pantai Galesong,Kabupaten Takalar,Sulawesi Selatan,Terbaik
Pantai seruni,Kabupaten Bantaeng,Sulawesi Selatan,Terbaik
Dermaga Dua Rammang Rammang,Kabupaten Maros,Sulawesi Selatan,Baik
Patung Tuhan Yesus Memberkati,Kabupaten Tana Toraja,Sulawesi Selatan,Terbaik
Camming,Kabupaten Barru,Sulawesi Selatan,Sedang
Wisata Bukit Soe,Kabupaten Majene,Sulawesi Barat,Baik
Air Terjun Danggang,Kabupaten Gowa,Sulawesi Selatan,Terbaik
Pantai Ratu,Kabupaten Boalemo,Gorontalo,Baik
Mangrove Park Desa Wori,Kabupaten Minahasa Utara,Sulawesi Utara,Baik
Bukit Pamboang,Kabupaten Majene,Sulawesi Barat,Terbaik
Wisata Pantai Ompotian,Kabupaten Banggai,Sulawesi Tengah,Buruk
Anggalo Beach Waworaha,Kabupaten Konawe,Sulawesi Tenggara,Terbaik
Wisata Sawah Kurusumanga,Kabupaten Luwu,Sulawesi Selatan,Sedang
Parepare Kota Cinta Habibie Ainun,Kota Parepare,Sulawesi Selatan,Terbaik
Sungai Malela,Kabupaten Luwu Timur,Sulawesi Selatan,Buruk
Wisata Paccumikang,Kabupaten Jeneponto,Sulawesi Selatan,Buruk
Moli'i Sahatu beach,Kabupaten Wakatobi,Sulawesi Tenggara,Terbaik
Muara Maros Baru,Kabupaten Maros,Sulawesi Selatan,Buruk
AGROWISATA BUKIT MOLOKU,Kabupaten Majene,Sulawesi Barat,Buruk
Pantai Tebeabul Bakalan,Kabupaten Banggai Kepulauan,Sulawesi Tengah,Sedang
Embung Iloheluma,Kabupaten Pohuwato,Gorontalo,Baik
Air Terjun Bantimurungnge,Kabupaten Maros,Sulawesi Selatan,Buruk
Wisata Mangrove Tofuti,Kabupaten Morowali,Sulawesi Tengah,Buruk
Wisata Alam Taretta,Kabupaten Bone,Sulawesi Selatan,Terbaik
Danau Moko Kawu-kawu,Kabupaten Muna,Sulawesi Tenggara,Baik
Objek Wisata Rante Kalimbuang Bori',Kabupaten Toraja Utara,Sulawesi Selatan,Baik
Ekowisata Butta Gowa Resort - Wisata Alam Bili-Bili,Kabupaten Gowa,Sulawesi Selatan,Sedang
Rumah Adat Sao Raja Sawitto,Kabupaten Pinrang,Sulawesi Selatan,Buruk
Bukit Saletta,Kabupaten Enrekang,Sulawesi Selatan,Buruk
Wisata Air Terjun Mantikole,Kabupaten Sigi,Sulawesi Tengah,Terbaik
Munte desa Bontomatene,Kabupaten Jeneponto,Sulawesi Selatan,Sedang
Museum Negeri Provinsi Sulawesi Tenggara,Kota Kendari,Sulawesi Tenggara,Sedang
Pantai Ujung Batuatas,Kabupaten Buton,Sulawesi Tenggara,Baik
Pantai Pasir Putih MANGKET,Kabupaten Minahasa Utara,Sulawesi Utara,Sedang
Sungai Batu Mallopie,Kabupaten Barru,Sulawesi Selatan,Buruk
Puncak Gunung Nona,Kabupaten Enrekang,Sulawesi Selatan,Sedang
Wisata Alam Kalibiru Kanang,Kabupaten Polewali Mandar,Sulawesi Barat,Terbaik
Air Terjun Baruttunge,Kabupaten Bone,Sulawesi Selatan,Sedang
Wisata Buntu Nangka (Palopo),Kota Palopo,Sulawesi Selatan,Baik
"Gereja GMIBM Bukit Sion Dodap, Bersatu",Kabupaten Bolaang Mongondow Timur,Sulawesi Utara,Baik
Pemandian Air Panas Pincara,Kabupaten Luwu Utara,Sulawesi Selatan,Buruk
Pantai Wisata Labuang,Kabupaten Polewali Mandar,Sulawesi Barat,Baik
Benkmor camp Beringin,Kabupaten Donggala,Sulawesi Tengah,Baik
Pantai Tasik Ria,Kabupaten Minahasa,Sulawesi Utara,Baik
Pantai Tanjung Kramat,Kota Gorontalo,Gorontalo,Sedang
Wisata Sawah Kalimbuang,Kabupaten Toraja Utara,Sulawesi Selatan,Buruk
Pantai Hijau Simboro,Kabupaten Mamuju,Sulawesi Barat,Terbaik
Wisata Mancing Karang Lamotu,Kabupaten Mamuju,Sulawesi Barat,Terbaik
Air Terjun Sarmasi Leppangeng,Kabupaten Sidenreng Rappang,Sulawesi Selatan,Buruk
Ruang Bernafas,Kabupaten Bantaeng,Sulawesi Selatan,Baik
D'Marantale,Kabupaten Parigi Moutong,Sulawesi Tengah,Sedang
Wisata karo-karo,Kabupaten Polewali Mandar,Sulawesi Barat,Baik
Wisata Muara Desa Mappakassunggu,Kabupaten Takalar,Sulawesi Selatan,Sedang
Pelabuhan Ulu Siau,Kabupaten Kepulauan Siau Tagulandang Biaro,Sulawesi Utara,Baik
Batu Karst Pundo Siping,Kabupaten Jeneponto,Sulawesi Selatan,Buruk
Tumpaan Park,Kabupaten Minahasa Selatan,Sulawesi Utara,Buruk
Permandian Sulembe,Kabupaten Kolaka Utara,Sulawesi Tenggara,Buruk
"Pantai Wisata Pompon, Banggai Laut",Kabupaten Banggai Laut,Sulawesi Tengah,Sedang
Pantai Harapan Pomalaa,Kabupaten Kolaka,Sulawesi Tenggara,Buruk
Hutan Kota Bulukumba,Kabupaten Bulukumba,Sulawesi Selatan,Buruk
Pantai Dato,Kabupaten Majene,Sulawesi Barat,Sedang
Kompleks Makam Raja Raja Binamu,Kabupaten Jeneponto,Sulawesi Selatan,Sedang
Sierra Sky View,Kabupaten Gowa,Sulawesi Selatan,Terbaik
Pantai One-One,Kabupaten Konawe Utara,Sulawesi Tenggara,Terbaik
Pantai Ria Kolaka Cocoa City,Kabupaten Kolaka,Sulawesi Tenggara,Buruk
Wisata Kali Biru,Kabupaten Buton,Sulawesi Tenggara,Buruk
Air Terjun Wolinow,Kabupaten Minahasa Selatan,Sulawesi Utara,Baik
Benteng Kotano Wuna,Kabupaten Muna,Sulawesi Tenggara,Buruk
Pantai Tarawat,Kota Makassar,Sulawesi Selatan,Buruk
Pulau Pasir Putih,Kabupaten Polewali Mandar,Sulawesi Barat,Sedang
Alun Alun Molibagu,Kabupaten Bolaang Mongondow Selatan,Sulawesi Utara,Baik
Monumen Perjuangan Rakyat Pangkep,Kabupaten Pangkajene Dan Kepulauan,Sulawesi Selatan,Terbaik
Padang Savana Ongkoa Takalar,Kabupaten Takalar,Sulawesi Selatan,Baik
Halona waterboom,Kabupaten Kepulauan Selayar,Sulawesi Selatan,Buruk
Wisata pannampu,Kabupaten Maros,Sulawesi Selatan,Terbaik
Pantai Wisata DAMI Beach,Kabupaten Bolaang Mongondow Selatan,Sulawesi Utara,Buruk
Lappa Laona,Kabupaten Barru,Sulawesi Selatan,Terbaik
Rumah Adat Jeneponto,Kabupaten Gowa,Sulawesi Selatan,Terbaik
Bukit Maddo,Kabupaten Barru,Sulawesi Selatan,Baik
"Lamperangan, Desa Kabba, Kec. Minasatene",Kabupaten Pangkajene Dan Kepulauan,Sulawesi Selatan,Buruk
Bukit Bumi Cerah,Kabupaten Bone Bolango,Gorontalo,Buruk
Air Terjun Lembah Impian,Kabupaten Jeneponto,Sulawesi Selatan,Buruk
Air Terjun Indo Rannuang,Kabupaten Polewali Mandar,Sulawesi Barat,Terbaik
Bukit Teletabis Pantai Tulap,Kabupaten Minahasa,Sulawesi Utara,Terbaik
Pulau Kawaluso,Kabupaten Kepulauan Sangihe,Sulawesi Utara,Terbaik
Mata Air Paisu Batango Desa Luk Panenteng,Kabupaten Banggai Kepulauan,Sulawesi Tengah,Terbaik
Wisata air terjun Bambatunu Kalukunangka,Kabupaten Pasangkayu,Sulawesi Barat,Baik
Kolam labuh bentengnge,Kabupaten Bulukumba,Sulawesi Selatan,Sedang
Bulu Manarang,Kabupaten Pinrang,Sulawesi Selatan,Sedang
Objek wisata kolam tilanga',Kabupaten Tana Toraja,Sulawesi Selatan,Buruk
Tonomini wisata,Kabupaten Poso,Sulawesi Tengah,Baik
Desa Boyong Pante,Kabupaten Minahasa Selatan,Sulawesi Utara,Terbaik
Donggala Tanjung Karang Beach,Kabupaten Donggala,Sulawesi Tengah,Terbaik
Pantai Pulau Kelapa Bungkutoko,Kota Kendari,Sulawesi Tenggara,Buruk
Pantai Pa'badilang,Kabupaten Kepulauan Selayar,Sulawesi Selatan,Baik
Taman Nasional Wakatobi,Kabupaten Wakatobi,Sulawesi Tenggara,Terbaik
Pantai Bulo,Kabupaten Minahasa,Sulawesi Utara,Terbaik
"Wisata Alam Alla, Alla",Kabupaten Polewali Mandar,Sulawesi Barat,Sedang
Taman Purbakala Waruga,Kabupaten Minahasa Utara,Sulawesi Utara,Sedang
Kebun Buah Sigi,Kabupaten Sigi,Sulawesi Tengah,Terbaik
Air Terjun Sarambu Paremba,Kabupaten Pinrang,Sulawesi Selatan,Baik
"Pantai Tak Berombak, PTB Maros",Kabupaten Maros,Sulawesi Selatan,Baik
Air Terjun Purapasuan,Kabupaten Luwu,Sulawesi Selatan,Buruk
Monumen Ganggawa,Kabupaten Sidenreng Rappang,Sulawesi Selatan,Terbaik
Kura-kura beach,Kabupaten Donggala,Sulawesi Tengah,Terbaik
Maccahaya Waterboom,Kabupaten Soppeng,Sulawesi Selatan,Buruk
Pantai Wisata Citraland Palu,Kota Palu,Sulawesi Tengah,Buruk
Masjid Al Markaz Al Ma’arif,Kabupaten Bone,Sulawesi Selatan,Terbaik
Air Terjun Likunggavali,Kabupaten Parigi Moutong,Sulawesi Tengah,Sedang
Air terjun salubi,Kabupaten Sigi,Sulawesi Tengah,Buruk
Air Terjun Lamoahi,Kabupaten Buton Utara,Sulawesi Tenggara,Baik
PUNCAK BABO ANJAM,Kabupaten Tolitoli,Sulawesi Tengah,Buruk
Pantai Lumpue,Kota Parepare,Sulawesi Selatan,Sedang
Kabesaran Beach,Kabupaten Minahasa,Sulawesi Utara,Sedang
Kolongko Beach,Kabupaten Morowali,Sulawesi Tengah,Terbaik
Bulu Ponre,Kabupaten Bone,Sulawesi Selatan,Sedang
Pantai Potanga,Kabupaten Boalemo,Gorontalo,Sedang
Kompleks Makam Raja-Raja Tallo,Kota Makassar,Sulawesi Selatan,Terbaik
Bukit ceria desa dunu,Kabupaten Gorontalo Utara,Gorontalo,Sedang
WISATA PANTAI BULOKKONG,Kabupaten Sinjai,Sulawesi Selatan,Sedang
gunung Nusantara,Kabupaten Pangkajene Dan Kepulauan,Sulawesi Selatan,Baik
Minawo 2,Kabupaten Soppeng,Sulawesi Selatan,Terbaik
Sunset Bollangi,Kabupaten Gowa,Sulawesi Selatan,Sedang
Masjid Terapung B.J. Habibie,Kota Parepare,Sulawesi Selatan,Terbaik
Air terjun Talise,Kabupaten Bantaeng,Sulawesi Selatan,Buruk
Jelly Fish Lake (Mariona Lake),Kabupaten Tojo Una-Una,Sulawesi Tengah,Sedang
Matua Waterpark,Kabupaten Enrekang,Sulawesi Selatan,Buruk
Bukit Moncong-Moncong (Bulser),Kabupaten Gowa,Sulawesi Selatan,Terbaik
Wisata Pantai Bahumbelu,Kabupaten Morowali,Sulawesi Tengah,Sedang
kioko beach,Kabupaten Buton Utara,Sulawesi Tenggara,Terbaik
Pantai Ombuo,Kabupaten Bone Bolango,Gorontalo,Buruk
Bukit Sukun Bhayangkara 78,Kabupaten Mamuju Tengah,Sulawesi Barat,Baik
Air Terjun To Magelli,Kabupaten Barru,Sulawesi Selatan,Baik
"Rumah Brando Di Film ""Senjakala di Manado""",Kabupaten Minahasa,Sulawesi Utara,Baik
Pantai Losari,Kota Makassar,Sulawesi Selatan,Terbaik
Permandian Desa Balayon,Kabupaten Banggai Kepulauan,Sulawesi Tengah,Sedang
Pantai Lemo-Lemo,Kabupaten Bulukumba,Sulawesi Selatan,Terbaik
Pulau Busak,Kabupaten Buol,Sulawesi Tengah,Buruk
Wisata Goa Kotaeono,Kabupaten Buton Tengah,Sulawesi Tenggara,Baik
Tambun Maleo Sanctuary,Kabupaten Bolaang Mongondow,Sulawesi Utara,Sedang
Sewa Mobil Gorontalo Zahra,Kabupaten Gorontalo,Gorontalo,Buruk
Danau Mahalona,Kabupaten Luwu Timur,Sulawesi Selatan,Sedang
Wisata Bahari Politani Pangkep,Kabupaten Pangkajene Dan Kepulauan,Sulawesi Selatan,Baik
Bendungan Tampabulu,Kabupaten Bombana,Sulawesi Tenggara,Sedang
Museum - Palais Saoraja,Kabupaten Bone,Sulawesi Selatan,Sedang
Bukit Keles,Kabupaten Banggai,Sulawesi Tengah,Terbaik
Pantai Marina Bantaeng,Kabupaten Bantaeng,Sulawesi Selatan,Sedang
Air Terjun Bondula,Kabupaten Gorontalo,Gorontalo,Terbaik
Skyland Bolonglangi',Kabupaten Kepulauan Selayar,Sulawesi Selatan,Buruk
Pantai Kinunang,Kabupaten Minahasa Utara,Sulawesi Utara,Buruk
Wisata Pemandian Air Panas Lombongo,Kabupaten Bone Bolango,Gorontalo,Buruk
Wisata mangrove bete-bete,Kabupaten Morowali,Sulawesi Tengah,Buruk
Wisata Pantai Pasir Putih Wawontulap,Kabupaten Minahasa Selatan,Sulawesi Utara,Buruk
Pantai Indah Pannara,Kabupaten Jeneponto,Sulawesi Selatan,Buruk
Tugu Jam Watampone,Kabupaten Bone,Sulawesi Selatan,Buruk
Embung Marilaleng,Kota Parepare,Sulawesi Selatan,Sedang
Desa Wisata Budo,Kabupaten Minahasa Utara,Sulawesi Utara,Terbaik
Monumen Yesus Memberkati,Kota Manado,Sulawesi Utara,Terbaik
Lembah Ollon,Kabupaten Tana Toraja,Sulawesi Selatan,Baik
Pantai Bunaken Luwu Timur (YOSUA),Kabupaten Luwu Timur,Sulawesi Selatan,Buruk
Obyek Wisata Pantai Vatu Mapida,Kabupaten Donggala,Sulawesi Tengah,Sedang
Taman Bambu Runcing,Kabupaten Pangkajene Dan Kepulauan,Sulawesi Selatan,Terbaik
wisata alam pattipo,Kabupaten Polewali Mandar,Sulawesi Barat,Terbaik
Pantai Negeri Lama (Nelam),Kabupaten Buol,Sulawesi Tengah,Buruk
Camping ground kendari,Kota Kendari,Sulawesi Tenggara,Sedang
Jangkar Raksasa Selayar,Kabupaten Kepulauan Selayar,Sulawesi Selatan,Sedang
Pantai Tanjung Atep Oki,Kabupaten Minahasa,Sulawesi Utara,Baik
Wisata Bujung Mattimboe,Kabupaten Barru,Sulawesi Selatan,Terbaik
Uluna Tondano,Kabupaten Minahasa,Sulawesi Utara,Terbaik
Permandian Tanjung Kaobula Kotamara,Kabupaten Buton Selatan,Sulawesi Tenggara,Buruk
Hutan Pinus RITA MALOMPOA BISSOLORO,Kabupaten Gowa,Sulawesi Selatan,Baik
Air Terjun Didingga,Kabupaten Gorontalo Utara,Gorontalo,Sedang
Pantai Batuajara,Kota Baubau,Sulawesi Tenggara,Baik
Pantai Nanaka,Kabupaten Morowali,Sulawesi Tengah,Baik
Pantai kapehetang,Kabupaten Kepulauan Sangihe,Sulawesi Utara,Terbaik
Puncak Buah D'88,Kabupaten Minahasa,Sulawesi Utara,Terbaik
Pantai Labobo,Kabupaten Buton,Sulawesi Tenggara,Baik
Bira Beach,Kabupaten Kepulauan Sangihe,Sulawesi Utara,Terbaik
Afand Place,Kabupaten Donggala,Sulawesi Tengah,Terbaik
maymaR kavling,Kabupaten Minahasa Utara,Sulawesi Utara,Buruk
Bukit Layang,Kabupaten Gorontalo,Gorontalo,Terbaik
Permandian Alam Uelanti,Kabupaten Luwu Timur,Sulawesi Selatan,Sedang
Wisata Tebing Mattoanging,Kabupaten Bulukumba,Sulawesi Selatan,Buruk
Pantai Popa,Kota Palu,Sulawesi Tengah,Buruk
Kolam Renang Banua Wisata,Kota Palopo,Sulawesi Selatan,Baik
Masjid Nurul Azizil Hakim,Kabupaten Majene,Sulawesi Barat,Terbaik
Pantai Nalera,Kabupaten Parigi Moutong,Sulawesi Tengah,Baik
Mangrove Eco Resort,Kabupaten Pohuwato,Gorontalo,Sedang
Batu Sipinga,Kabupaten Jeneponto,Sulawesi Selatan,Buruk
Objek Wisata Papa Batu,Kabupaten Tana Toraja,Sulawesi Selatan,Buruk
Masalili Hilltop,Kabupaten Muna,Sulawesi Tenggara,Buruk
Wisata Mangambang,Kabupaten Maros,Sulawesi Selatan,Baik
Taman Pobundayan,Kota Kotamobagu,Sulawesi Utara,Buruk
pantai talise,Kota Palu,Sulawesi Tengah,Sedang
Gapura Wisata Pantai Minanga,Kabupaten Gorontalo Utara,Gorontalo,Buruk
Mini Showfarm Bantaeng,Kabupaten Bantaeng,Sulawesi Selatan,Sedang
Buntu Sisong,Kabupaten Tana Toraja,Sulawesi Selatan,Buruk
Tonrangeng Riverside,Kota Parepare,Sulawesi Selatan,Terbaik
Pantai Kulolu,Kabupaten Donggala,Sulawesi Tengah,Baik
Pantai Lowita - MUTIARA,Kabupaten Pinrang,Sulawesi Selatan,Terbaik
Air Terjun Tenilo,Kabupaten Boalemo,Gorontalo,Terbaik
Klenteng Ibu Agung Bahari,Kota Makassar,Sulawesi Selatan,Terbaik
Puncak Lestari,Kabupaten Gorontalo,Gorontalo,Terbaik
Wisata Pemandian Alam Barukku,Kabupaten Sidenreng Rappang,Sulawesi Selatan,Terbaik
Pantai Maninang Buol,Kabupaten Buol,Sulawesi Tengah,Sedang
Bulu Tondongkarambu,Kabupaten Barru,Sulawesi Selatan,Buruk
Puncak Pusunge Tahuna,Kabupaten Kepulauan Sangihe,Sulawesi Utara,Sedang
HARLAND WISATA KEBUN,Kabupaten Gowa,Sulawesi Selatan,Buruk
Wisata PULAU PARA,Kabupaten Kepulauan Sangihe,Sulawesi Utara,Buruk
Air Terjun Bantimurung Salluang,Kabupaten Bantaeng,Sulawesi Selatan,Buruk
Pantai Bahari Doulan,Kabupaten Buol,Sulawesi Tengah,Baik
Wisata Pantai Lowita,Kabupaten Pinrang,Sulawesi Selatan,Buruk
Air Terjun Bilatu,Kabupaten Luwu,Sulawesi Selatan,Buruk
Gunung Bahonglangi,Kabupaten Bone,Sulawesi Selatan,Buruk
Museum Balla Lompoa,Kabupaten Gowa,Sulawesi Selatan,Terbaik
Goa Batuburi,Kabupaten Bombana,Sulawesi Tenggara,Buruk
Tanggul Reklamasi Kolonodale,Kabupaten Morowali Utara,Sulawesi Tengah,Baik
Gunung Tumpa,Kabupaten Minahasa Utara,Sulawesi Utara,Terbaik
Tebing Apparalang,Kabupaten Bulukumba,Sulawesi Selatan,Terbaik
Goa Jepang Kawangkoan,Kabupaten Minahasa,Sulawesi Utara,Buruk
Air Terjun Torotuo,Kabupaten Kolaka Utara,Sulawesi Tenggara,Sedang
Tugu Perdamaian PERMESTA Dan Pusat,Kabupaten Minahasa Selatan,Sulawesi Utara,Sedang
PANTAI WISATA LOGPON,Kabupaten Parigi Moutong,Sulawesi Tengah,Buruk
Telaga Biru Ere Merasa,Kabupaten Bulukumba,Sulawesi Selatan,Sedang
Objek Wisata Air Toino Desa Talulobutu,Kabupaten Bone Bolango,Gorontalo,Buruk
Air Terjun Tiku Wuarau ulunggolaka,Kabupaten Kolaka,Sulawesi Tenggara,Sedang
Taman Nasional Rawa Aopa Watumohai,Kabupaten Konawe Selatan,Sulawesi Tenggara,Baik
Kebun bapa ijo,Kabupaten Muna,Sulawesi Tenggara,Sedang
Pantai Pembuatan perahu phinisi,Kabupaten Bulukumba,Sulawesi Selatan,Buruk
MONUMEN LAPRIS,Kabupaten Takalar,Sulawesi Selatan,Terbaik
Kuma Beach,Kabupaten Kepulauan Talaud,Sulawesi Utara,Terbaik
Lawere Beach Bonging Ponging,Kabupaten Pinrang,Sulawesi Selatan,Sedang
Kawasan Wisata LEANG LONDRONG,Kabupaten Pangkajene Dan Kepulauan,Sulawesi Selatan,Terbaik
Air Terjun Sarambu Masiang,Kabupaten Luwu,Sulawesi Selatan,Baik
Puncak Bajo,Kabupaten Boalemo,Gorontalo,Sedang
Loko' Nippon,Kabupaten Enrekang,Sulawesi Selatan,Buruk
Pantai Wakarumende,Kabupaten Wakatobi,Sulawesi Tenggara,Terbaik
Telaga Biru Oheo Konawe Utara,Kabupaten Konawe Utara,Sulawesi Tenggara,Buruk
Danau Moko 4,Kabupaten Muna,Sulawesi Tenggara,Terbaik
PULAU TIKUS,Kabupaten Banggai Kepulauan,Sulawesi Tengah,Terbaik
"Pantai Bolinaso, Desa Pelawa Baru",Kabupaten Parigi Moutong,Sulawesi Tengah,Sedang
Bulano Perintis,Kabupaten Bone Bolango,Gorontalo,Terbaik
Wisata pemandian Air Panas Bakan,Kabupaten Bolaang Mongondow,Sulawesi Utara,Buruk
Pantai Sesiwung,Kabupaten Kepulauan Sangihe,Sulawesi Utara,Terbaik
LORONG WISATA SILVES,Kota Makassar,Sulawesi Selatan,Sedang
Buntu Singki,Kabupaten Toraja Utara,Sulawesi Selatan,Buruk
Pantai Bahari Pakue,Kabupaten Kolaka Utara,Sulawesi Tenggara,Buruk
Objek wisata Buntu Sarira,Kabupaten Tana Toraja,Sulawesi Selatan,Baik
Gunung Tibembeng,Kabupaten Toraja Utara,Sulawesi Selatan,Sedang
Pesisir Pantai Pamboang,Kabupaten Majene,Sulawesi Barat,Sedang
TERMINAL TRANSIT GUNUNG SOPUTAN,Kabupaten Minahasa Tenggara,Sulawesi Utara,Sedang
Puncak ghonsume,Kabupaten Muna,Sulawesi Tenggara,Baik
Simpang Tiga Dekko,Kabupaten Bone,Sulawesi Selatan,Buruk
Gua Jepang Tikala Kumaraka,Kota Manado,Sulawesi Utara,Buruk
C-Beach (Pantai C-Salonsa),Kabupaten Luwu Timur,Sulawesi Selatan,Terbaik
Air Terjun Tanjung Asap,Kabupaten Barru,Sulawesi Selatan,Sedang
Kolam Renang Lembah Kenari Manganitu,Kabupaten Kepulauan Sangihe,Sulawesi Utara,Buruk
Lapangan Mekar Modelomo,Kabupaten Boalemo,Gorontalo,Sedang
Bulu Mallocie,Kabupaten Sidenreng Rappang,Sulawesi Selatan,Baik
Lembah Hijau Rumbia Resort,Kabupaten Jeneponto,Sulawesi Selatan,Buruk
BAT-BAT RAHA (Motewe),Kabupaten Muna,Sulawesi Tenggara,Buruk
Tanjung Buaya,Kabupaten Buton,Sulawesi Tenggara,Baik
Lorong warna warni makassar,Kota Makassar,Sulawesi Selatan,Buruk
Pantai Babana,Kabupaten Luwu,Sulawesi Selatan,Buruk
Taman Wisata Bola Pitue,Kabupaten Barru,Sulawesi Selatan,Baik
kawasan wisata Bantimurung,Kabupaten Maros,Sulawesi Selatan,Buruk
Air Terjun Buleleng Trans 2,Kabupaten Morowali,Sulawesi Tengah,Terbaik
Hutan Kota Tutuyan,Kabupaten Bolaang Mongondow Timur,Sulawesi Utara,Terbaik
Masjid Taqwa Tompong,Kabupaten Bantaeng,Sulawesi Selatan,Sedang
Danau Balang Tonjong,Kota Makassar,Sulawesi Selatan,Baik
Air Terjun Permai Taludaa,Kabupaten Bone Bolango,Gorontalo,Baik
Air Terjun Ladenring,Kabupaten Bone,Sulawesi Selatan,Sedang
Air Terjun Sarambualla,Kabupaten Luwu Utara,Sulawesi Selatan,Terbaik
Pantai Kahona,Kota Bitung,Sulawesi Utara,Sedang
Tinambung Highland,Kabupaten Gowa,Sulawesi Selatan,Sedang
Celebes Canyon,Kabupaten Barru,Sulawesi Selatan,Baik
TAMAN WISATA UNGKEYA BEACH,Kabupaten Morowali,Sulawesi Tengah,Baik
Pantai Sapelang,Kabupaten Banggai Kepulauan,Sulawesi Tengah,Terbaik
Tongkonan Karuaya,Kabupaten Tana Toraja,Sulawesi Selatan,Sedang
Tugu Adibahasa,Kota Kendari,Sulawesi Tenggara,Terbaik
Wisata kuliner Ampana kota,Kabupaten Tojo Una-Una,Sulawesi Tengah,Baik
Kolam Alam Limbong,Kabupaten Toraja Utara,Sulawesi Selatan,Sedang
Monumen Patung Ir. Soekarno,Kabupaten Minahasa Utara,Sulawesi Utara,Terbaik
Bukit nane polassi,Kabupaten Kepulauan Selayar,Sulawesi Selatan,Terbaik
Jembatan pelangi pannyawakkang,Kabupaten Jeneponto,Sulawesi Selatan,Buruk
Pantai Abadi,Kabupaten Sinjai,Sulawesi Selatan,Sedang
Gunung Dua Saudara,Kota Bitung,Sulawesi Utara,Sedang
Pantai Majapahit,Kabupaten Buton,Sulawesi Tenggara,Sedang
Puncak sunrise saloadak,Kabupaten Mamuju Tengah,Sulawesi Barat,Baik
Taman Nasional Bantimurung Bulusaraung,Kabupaten Maros,Sulawesi Selatan,Terbaik
Permandian JOMPI PITUE,Kabupaten Soppeng,Sulawesi Selatan,Baik
